,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
26243,724DQ9DZFiiy18JLv77WtQ,Tokyo Disneyland,Tokyo Disneyland The Happy Ride with Baymax,Ba La La La La La La La La - Without Dialogue,27,94680,False,0.601,0.94,1,-6.457,1,0.0432,0.00886,0.000877,0.336,0.9,165.042,4,disney
26244,3JNKzdE5qB78Z9bvlgJyWV,Doctora Juguetes;Felpita;Lambie;Mona,Doctora Juguetes: Ya Llegó la Doctora,Come Cosas Sanas,27,54026,False,0.58,0.651,7,-5.977,1,0.0945,0.574,0.0,0.109,0.412,169.969,4,disney
26245,0BmDe0L54FgvTyjnRdXlRt,Doctora Juguetes;Felpita;Lambie;Hallie,Doctora Juguetes: Ya Llegó la Doctora,Lo Que El Doctor Te Dice,27,49160,False,0.489,0.714,5,-5.022,1,0.04,0.117,0.0,0.314,0.485,149.877,4,disney
26246,3YCVMBnFsA9hTKjWziea07,Tokyo Disneyland,Tokyo Disneyland The Happy Ride with Baymax,Koo Loo Lee - Without Dialogue,27,91453,False,0.653,0.883,0,-5.994,1,0.0419,0.102,0.0,0.0675,0.954,134.949,4,disney
26247,0vfMYqLgabg1jQb4GSkrQK,Esme Kaislakari,Encanto (Alkuperäinen Soundtrack),Mä yksin ootan ihmettä,26,161840,False,0.683,0.556,4,-7.77,1,0.0364,0.248,2.45e-06,0.123,0.337,95.016,3,disney
26248,0RtVjbctdAyn2tU548qmja,Germaine Franco,Encanto (Svenskt Original Soundtrack),¡Hola Casita!,25,46040,False,0.164,0.377,0,-11.9,1,0.0374,0.736,0.758,0.404,0.0599,130.447,5,disney
26249,6Sf0NyI3l4cO4tsaVrZSoM,Tokyo Disneyland,Tokyo Disneyland The Happy Ride with Baymax,Happy Song - Without Dialogue,27,95986,False,0.582,0.892,4,-6.028,0,0.0434,4.06e-05,0.0,0.367,0.878,151.961,4,disney
26250,7tSODhfDkv0JEhkSMYSIBS,Randy Newman,Toy Story 4 (Original Motion Picture Soundtrack),I Can't Let You Throw Yourself Away,57,125786,False,0.642,0.742,5,-8.211,1,0.0401,0.439,0.000656,0.126,0.897,106.235,4,disney
26251,2haqxYGlqmnlVHKOjNPLGo,Leonardo Holmes,Disney Classics on Piano (Vol. 3),"Lavenders Blue (from ""Cinderella"")",42,152000,False,0.572,0.0604,5,-26.857,1,0.0502,0.994,0.959,0.111,0.424,106.027,3,disney
26252,7KnFT8NQPRYtWOZXhWcGGZ,Mark Northam,Up: Music From The Pixar Films For Solo Piano,"Married Life (From ""Up"")",37,275335,False,0.463,0.0595,0,-19.427,1,0.0673,0.995,0.913,0.123,0.131,132.531,4,disney
26253,06H5BeXjWXqjslelYiLuB7,Germaine Franco,Encanto (Original Motion Picture Soundtrack),Abre Los Ojos,56,196213,False,0.236,0.108,0,-16.376,0,0.0369,0.861,0.934,0.127,0.0631,119.983,3,disney
26254,48x9uzAXZBvmh5adx10Sai,Amy Adams,The Princess and the Frog: Tiana and Her Princess Friends,"Happy Working Song - From ""Enchanted"" / Soundtrack Version",20,129973,False,0.679,0.38,2,-8.983,1,0.0395,0.832,0.0,0.286,0.638,86.033,4,disney
26255,75VAFZAhvPSw1euEHg1fQU,Samuel E. Wright,Walt Disney Records The Legacy Collection: The Little Mermaid,Kiss the Girl - Remastered 2014,57,160880,False,0.67,0.235,0,-15.638,1,0.047,0.748,0.0,0.357,0.757,134.932,4,disney
26256,4iGIvHmNRzi8mkTFE1ksAZ,Kristen Bell;Idina Menzel,Frozen (Original Motion Picture Soundtrack),"For the First Time in Forever - From ""Frozen""/Soundtrack Version",47,225080,False,0.354,0.411,0,-6.018,1,0.0344,0.815,1e-06,0.106,0.43,90.831,4,disney
26257,555uIPwBWC5TEoIN6n6Lfg,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),雪だるまつくろう,25,243746,False,0.527,0.259,3,-10.791,1,0.0996,0.756,0.0,0.179,0.186,141.526,4,disney
26258,0XhkkzxjFoIrEryQtDz0Uv,Jon Sarta,"Piano Lullabies for Bedtime, Vol. 3",Su La Li,25,99882,False,0.72,0.0548,2,-16.63,0,0.0414,0.992,0.922,0.117,0.301,92.128,4,disney
26259,0tA3r8h5RZp9xSPrZe8fcK,China Anne McClain;Disney,Descendants (Original TV Movie Soundtrack),"Night Is Young - From ""Descendants: Wicked World""",43,182106,False,0.781,0.608,5,-4.303,1,0.0763,0.0634,0.0,0.221,0.351,119.121,4,disney
26260,1Q57a5RCLaODEIHhqwDhMI,Diamond Yukai,Wonder Wings【通常盤】,Wonder Wings,25,210333,False,0.433,0.901,2,-4.27,1,0.146,0.0195,0.0,0.137,0.481,174.898,4,disney
26261,0aKb5riywYeDam6ukd62RO,Leonardo Holmes,Peaceful Christmas Classics,Feliz Navidad,25,90082,False,0.265,0.0637,2,-22.962,1,0.0384,0.97,0.959,0.0808,0.26,77.166,4,disney
26262,4UoYb2HJklHzXbVA5klJGt,Kristen Bell;Idina Menzel;Josh Gad,Olaf's Frozen Adventure (Original Soundtrack),Ring in the Season,50,118833,False,0.392,0.426,6,-6.82,0,0.0386,0.686,1.35e-06,0.0984,0.422,70.886,4,disney
26263,68nydI3Fj1aGXoQaOG6cyF,Billboard Baby Lullabies,Lullaby Renditions of Harry Styles,Watermelon Sugar,25,189974,False,0.355,0.215,0,-20.671,1,0.0456,0.995,0.886,0.0816,0.0754,174.731,4,disney
26264,2asTot5iKm6fKOMmicYVrB,María Caneda;Carlos Báez;Sandra Carvajal,'Más allá de la Luna' (música de la película de Netflix),En la Luna,25,91466,False,0.305,0.456,9,-7.347,0,0.0328,0.964,5.86e-05,0.106,0.475,63.651,3,disney
26265,7bhfPxNDc3Wtzu5Fx8FnNx,Carmen Twillie;Lebo M.,Disney Summer Songs,"Circle of Life - From ""The Lion King""/ Soundtrack",53,237560,False,0.321,0.592,10,-8.365,1,0.0451,0.0323,0.0,0.323,0.557,83.415,4,disney
26266,1RZ2w0jGUKpyt3JRvKXCq6,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),生まれて初めて,25,251253,False,0.346,0.435,6,-6.072,1,0.0358,0.646,0.0,0.316,0.322,85.638,3,disney
26267,1Vy8dfWHzytLuWDYqnQd4L,Ewa Konstancja Bułhak,Bambukalambu,Mamisi kołysanka,25,93506,False,0.61,0.151,11,-14.883,1,0.115,0.863,0.0,0.104,0.666,169.463,3,disney
26268,6xhfw3NtfgWcdqBBpE1OhH,MAYUMI SUZUKI;Toshihiro Tachibana,Ultimate Princess Celebration Album,Once Upon a Dream - Japanese Version,25,149080,False,0.227,0.249,5,-11.217,1,0.0402,0.964,0.0,0.099,0.483,66.133,4,disney
26269,0Gv4SYQ4jOs4t9ruxEWCwF,Mauro Ramos;Isaac Schneider;Miriam Peracchi;Geisa Vidal,A Bela e a Fera,Humano Outra Vez,25,295040,False,0.49,0.27,10,-15.962,1,0.187,0.913,0.0,0.108,0.537,105.552,4,disney
26270,2X3H4S2XQT9oJU8OHMnnyj,Sami Arva;Ulla Hakola,Aladdin (Alkuperäinen Suomalainen Soundtrack),Se on kuin yö,25,161493,False,0.23,0.269,9,-11.073,0,0.033,0.897,0.0,0.0971,0.289,69.067,3,disney
26271,3z1LAhoWHp9h7E5LyFsm3q,Oliver Wallace,Peter Pan (Original Motion Picture Soundtrack),Good-Bye Peter / Shanghaied,26,55706,False,0.295,0.079,0,-22.973,1,0.0559,0.882,0.33,0.103,0.19,57.715,4,disney
26272,6BnfbWeDEOqQa8ct8OGyp2,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Die Risse erscheinen,24,82746,False,0.198,0.483,1,-14.552,1,0.0506,0.831,0.927,0.0979,0.234,76.592,3,disney
26273,3IzYdlRMof55tluqpH5uUu,Waltteri Torikka;Maria Ylipää,Sydän,Stormskärs Maja (Myrskyluodon Maija) (feat. Maria Ylipää),25,278426,False,0.271,0.177,9,-11.907,0,0.0307,0.948,0.00195,0.111,0.183,83.558,4,disney
26274,4hoN5zYJUFOsAoR5cDizuq,Vajen van den Bosch,Bitterzoet,Bitterzoet,25,167280,False,0.456,0.185,7,-14.531,1,0.044,0.917,2.17e-06,0.0949,0.369,93.449,5,disney
26275,40fN3KWGvyFjq78xAvLkc9,Serena Rossi,Il ritorno di Mary Poppins (Colonna Sonora Originale),Il posto dove si nasconde,25,223893,False,0.332,0.076,9,-17.963,1,0.0448,0.976,8.87e-05,0.0928,0.306,74.073,4,disney
26276,1pzOQkOi72TdKITN8Swg1s,Alan Menken,Beauty And The Beast: The Broadway Musical,Entr'acte/Wolf Chase,26,269280,False,0.295,0.183,2,-17.833,1,0.0385,0.78,0.214,0.0983,0.17,143.202,4,disney
26277,0acaq8Gi5QLRFHxNOseSjq,Carsten Svendsen,Coco (Originalt Dansk Soundtrack),Forglem mig ej (Ernesto de la Cruz),25,109280,False,0.46,0.581,2,-6.705,1,0.0373,0.744,0.0,0.601,0.82,128.819,4,disney
26278,4JVMWiKOrXTMI8DqUPI314,André Leono,A Conquista,No Meu Coração Você Vai Sempre Estar (You'll Be in My Heart),26,288266,False,0.542,0.665,10,-5.379,1,0.0317,0.469,0.0,0.0879,0.582,89.978,4,disney
26279,7lm18HnvLrVC0mVDIY6Xtq,Robert Rozmus,Ksiezniczka I Zaba,"Ewangelina - z filmu ""Księżniczka i żaba""/Ścieżka dźwiękowa polskiej wersji",25,116013,False,0.337,0.417,3,-8.93,1,0.0457,0.798,3.18e-06,0.098,0.296,96.693,4,disney
26280,0P4DUjSYEtoRZrOGZrrMiK,Roger Bart;Male Ensemble,The New Mel Brooks Musical - Young Frankenstein,The Brain,26,297746,False,0.622,0.514,5,-9.677,0,0.456,0.669,0.0,0.333,0.678,102.612,3,disney
26281,2mQVCGFTHWP45JAX6oo1ZO,Oliver Wallace,Peter Pan (Original Motion Picture Soundtrack),Plotting a Pixie's Plight,26,54040,False,0.354,0.0427,0,-20.487,1,0.039,0.894,0.824,0.128,0.238,119.003,1,disney
26282,0JLqlXev7QGsvzoLdzQELs,Alan Menken;Disney,A Pequena Sereia (Trilha Sonora Original em Português),Músicas Principais - A Pequena Sereia,27,86186,False,0.227,0.244,7,-14.114,1,0.0358,0.819,0.743,0.229,0.13,88.505,4,disney
26283,5NZRltSkXsWOd4mlozkfnD,Christine Leyser;Paula Seifert,Rapunzel Neu Verföhnt,"Prolog - aus ""Rapunzel - Neu Verföhnt""/Deuscher Film-Soundtrack",25,122493,False,0.182,0.148,0,-16.579,1,0.0313,0.898,0.0882,0.243,0.152,82.513,3,disney
26284,7o5uT7dTcUuxYHQMZme5OU,Oskar Fjeldstad-Bergheim;Hedda Grjotheim;Christoffer Staib,Løvenes Konge (Originalt Norsk Soundtrack),Snart blir jeg majestet,24,202986,False,0.656,0.762,6,-5.828,1,0.179,0.201,6.24e-06,0.0358,0.727,98.544,4,disney
26285,1zWpez2vkqpF99TajCkP1e,Roger Bart,Back to the Future: The Musical,The Clocktower/For the Dreamers (reprise),26,366720,False,0.295,0.464,8,-11.369,1,0.0373,0.573,0.772,0.389,0.101,80.543,4,disney
26286,3qT31z2vXWObgwPkGDThmr,The Jud Conlon Chorus,Peter Pan (Original Motion Picture Soundtrack),"Home Again / Mermaids, Pirates, and Indians / FInale (You Can Fly! You Can Fly! You Can Fly!)",25,130013,False,0.308,0.174,2,-13.869,1,0.0437,0.919,0.00442,0.0685,0.225,96.429,3,disney
26287,5725QJJyrJ8at33XtyAD8y,Wojciech Paszkowski,Ksiezniczka I Zaba,Przyjaciele Z Zaswiatów,25,216826,False,0.489,0.794,9,-4.441,0,0.274,0.631,0.0,0.362,0.408,126.332,4,disney
26288,0cmwFz7G4l7bE6L8x3IqWG,Billboard Baby Lullabies,Lullaby Renditions of the Wizard of Oz,Over the Rainbow,25,187817,False,0.432,0.133,8,-15.622,1,0.0648,0.981,0.581,0.0859,0.196,139.908,4,disney
26289,7iG6wzG4TcfjjsJ8zIAkQw,Germaine Franco,Encanto (Trilha Sonora Original em Português),Breakfast Questions,24,85866,False,0.499,0.108,7,-23.37,1,0.0554,0.887,0.911,0.1,0.121,127.368,4,disney
26290,14dwnVjcTuhltezRrJmJPH,Germaine Franco,Encanto (Trilha Sonora Original em Português),The Cracks Emerge,25,82746,False,0.327,0.492,1,-14.419,1,0.0499,0.776,0.96,0.101,0.246,76.568,3,disney
26291,5BxuWOcIdQjkmy8chfp6ro,Doctora Juguetes;Felpita;Lambie;Lula,Doctora Juguetes: Ya Llegó la Doctora,Vas a Crecer,24,52040,False,0.767,0.738,4,-4.351,1,0.0699,0.522,0.0,0.123,0.851,150.088,4,disney
26292,7ejRpFxLULtZfGuVW1ZIwt,Germaine Franco,Encanto (Trilha Sonora Original em Português),Tenacious Mirabel,25,95946,False,0.172,0.0254,9,-20.089,0,0.0342,0.781,0.898,0.161,0.0323,77.522,4,disney
26293,14srXcY8XdOOLvBo6nzEwJ,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),Le tango dysfonctionnel,25,162440,False,0.426,0.195,6,-12.159,1,0.0377,0.617,0.26,0.25,0.524,96.086,4,disney
26294,3qNr04ncXk2Glm00YXGOUw,Germaine Franco,Encanto (Originele Nederlandstalige Soundtrack),Abre los ojos,25,196213,False,0.236,0.108,0,-16.376,0,0.0369,0.861,0.934,0.127,0.0631,119.983,3,disney
26295,2FF7QZVkEYY8zgOQPYNDUw,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),Comprendre le passé,25,146400,False,0.286,0.473,6,-10.579,1,0.0871,0.341,0.828,0.198,0.0615,110.278,3,disney
26296,2qpnRay5CLITJxILnihBVB,May Kristin Krispersen,Frost 2 (Originalt Norsk Soundtrack/Deluxe Edition),Neste rette ting,25,217786,False,0.295,0.0708,0,-13.8,0,0.0423,0.825,2.54e-06,0.628,0.191,180.833,4,disney
26297,51OAVuKSY2e3HDhFN18S4g,Analy;Demian Bichir,Disney Princesas: Canciones de las Princesas,"Un Mundo Ideal - De ""Aladdín""/Banda Sonora Original en Español",26,160560,False,0.333,0.245,0,-13.824,1,0.0347,0.758,0.0,0.109,0.309,113.507,4,disney
26298,6qBDVS0uz4TmxwajzgQk2f,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),Poznajcie naszą rodzinę,25,128345,False,0.814,0.32,0,-14.865,1,0.0974,0.454,0.841,0.0795,0.254,96.469,4,disney
26299,3jq4I4Ab7npoDx22ka89T4,Doctora Juguetes;Felpita;Lambie;Hallie,Doctora Juguetes: Ya Llegó la Doctora,Cierra Tus Ojos,25,52213,False,0.327,0.251,11,-9.002,1,0.0328,0.903,0.000275,0.139,0.446,202.984,4,disney
26300,2FHF6hx8qegq0wHqCgGISh,Star Darlings,Wish Now,Wish Now,38,232506,False,0.609,0.762,0,-5.118,1,0.0592,0.00478,0.0,0.0723,0.607,154.944,4,disney
26301,6lXQWATvzJE5nnuztROJIi,Randy Newman,Walt Disney Records The Legacy Collection: Toy Story,You've Got a Friend in Me - Remastered 2015,46,124653,False,0.701,0.442,3,-8.577,1,0.0274,0.808,1.68e-06,0.294,0.45,115.678,4,disney
26302,6uW03WHG3qv2FzxPIW6SUP,Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Roz Ryan;Disney,Hercules (Original Motion Picture Soundtrack),The Gospel Truth I / Main Titles - Hercules,61,145640,False,0.5,0.565,11,-10.528,1,0.145,0.25,0.000147,0.145,0.466,158.072,4,disney
26303,1lFTKujiU2mkgrYQcDMlNb,Kikka Laitinen,Sä et oo enää yksin,Sä et oo enää yksin,24,198520,False,0.621,0.562,9,-8.505,0,0.0233,0.104,0.000747,0.106,0.264,92.011,4,disney
26304,7LSB5m3ZWsobMUq670N5Go,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),扉あけて,24,190680,False,0.659,0.604,6,-5.812,0,0.0848,0.373,1.06e-06,0.628,0.596,102.345,4,disney
26305,4B4G4Z8pLHKAVx9n1ZwQfp,Cast of Sleeping Beauty,La Bella Addormentata nel Bosco (Colonna Sonora Originale),Io Lo So,24,177493,False,0.292,0.145,8,-16.281,1,0.0386,0.949,0.392,0.382,0.229,127.76,4,disney
26306,0MzR4cY289XW6VwKpIdhrb,Ewa Konstancja Bułhak,Bambukalambu,Kaczki,24,223986,False,0.706,0.478,0,-8.628,1,0.118,0.806,0.0,0.171,0.9,85.293,4,disney
26307,6DVGnL8Pl0wFigEsJk05GE,Goofy,House of Mouse,"Soup or Salad, Fries or Biscuits",24,54466,False,0.681,0.528,5,-12.742,1,0.0629,0.675,0.0,0.281,0.967,150.052,4,disney
26308,2NWcGJx6gY1Z3SJJ646ycZ,Miyuki Tsurugi;Sumire Morohoshi,Tangled (Original Motion Picture Soundtrack/Japanese Version),Prologue - Japanese version,24,122106,False,0.161,0.194,0,-16.048,1,0.0334,0.896,0.0245,0.169,0.102,86.747,4,disney
26309,2BG97EQecLERHxQM53r2pL,Alan Menken;London Symphony Orchestra;John Williams,The Hollywood Sound,Pocahontas- Theme: Colors of the Wind,26,296706,False,0.0895,0.0612,7,-26.14,1,0.0389,0.822,0.871,0.312,0.0917,81.406,4,disney
26310,1Ph1CUK7CaytPA817Fg1hA,Paolo De Santis,Frozen - Le Avventure di Olaf (Colonna Sonora Originale),La Ballata di Flemmingrad (Versione Tradizionale),24,185600,False,0.435,0.198,2,-11.317,1,0.0363,0.867,0.0,0.117,0.533,108.449,4,disney
26311,6mDxu0xwhv5tn1oMTNUypu,Robby Benson;Jerry Orbach;Paige O'Hara;Angela Lansbury;David Ogden Stiers;Disney,Beauty and the Beast,"Something There - From ""Beauty and the Beast""/Soundtrack Version",53,138986,False,0.588,0.325,1,-10.926,1,0.0374,0.836,1.16e-06,0.127,0.569,126.127,4,disney
26312,4AsKqQulOFpEZpaBsbrF4P,Randy Newman,"Monsters, Inc. (Original Motion Picture Soundtrack/Japan Release Version)",Walk To Work,25,209520,False,0.388,0.26,8,-13.487,1,0.0316,0.74,0.208,0.0864,0.152,104.477,4,disney
26313,3hPq9n24lKUKgdmtmJUAsL,Michael Hanley;Disney Peaceful Piano;Disney Peaceful Guitar;r. rayfelld,Acoustic Disney Music to Relax to,A Spoonful of Sugar,25,146916,False,0.593,0.144,2,-25.344,1,0.0515,0.99,0.922,0.11,0.96,165.01,4,disney
26314,5yFMCpsbk5Qw6rcDieem3g,Serena Rossi;Giorgio Borghetti;Coro - Il ritorno di Mary Poppins,Il ritorno di Mary Poppins (Colonna Sonora Originale),L'abito non fa il monaco,25,265666,False,0.652,0.577,8,-10.646,1,0.495,0.637,0.0,0.105,0.785,121.588,4,disney
26315,4OOQ6Q52D3VCLrVvvMl7Yf,Cátia Moreira;Ana Encarnação;Henrique Feist;Filipe Gonçalves;Elenco - Frozen 2: O Reino do Gelo,Frozen 2: O Reino do Gelo (Banda Sonora Original em Português/Deluxe Edition),Há Coisas Que Não Mudam,24,210093,False,0.55,0.505,5,-5.177,1,0.0314,0.598,0.0,0.124,0.415,90.099,4,disney
26316,6Da8UAxhDkCPKQmqwpIdZj,Haruhiko Joh;Ben Hiura;Tomie Kataoka,The Lion King (Original Motion Picture Soundtrack/Japan Release Version),Be Prepared - Japanese Version,24,217933,False,0.629,0.451,9,-15.715,0,0.187,0.528,0.0,0.154,0.365,121.999,4,disney
26317,1rgitjWzW0DP2CDrJns5MK,Oliver Wallace,Peter Pan (Original Motion Picture Soundtrack),Rumor Has It / Hangman's Tree,25,157320,False,0.424,0.0927,7,-21.009,1,0.0563,0.645,0.0653,0.134,0.28,86.623,4,disney
26318,45RmMaxyGkQG7HNp5SKxoK,Alan Menken,The Hunchback Of Notre Dame (Original Motion Picture Soundtrack),Into The Sunlight,26,128880,False,0.13,0.058,5,-20.752,1,0.0344,0.83,0.348,0.524,0.0789,95.443,4,disney
26319,3yJ1w00H62kKw2pOoF0HY1,Alan Menken;Chorus - The Hunchback Of Notre Dame,The Hunchback Of Notre Dame (Original Motion Picture Soundtrack),And He Shall Smite the Wicked,26,210640,False,0.179,0.0786,2,-21.378,0,0.0379,0.811,0.0374,0.115,0.0416,136.179,3,disney
26320,6vXe1U2XAQ4YQKT0qv6Ivv,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Standhafte Mirabel,24,95946,False,0.158,0.0296,9,-20.019,0,0.035,0.812,0.925,0.152,0.0298,76.577,4,disney
26321,38diQzePeoCBEi93SVYiBf,Alan Menken;Disney,La Petite Sirène (Bande originale française du Film),Main Titles - The Little Mermaid,26,86093,False,0.0791,0.338,7,-12.785,1,0.0359,0.873,0.702,0.397,0.0919,81.648,4,disney
26322,6717fLKL5ZvTenTrKvmY1K,Hiroshi Koitabashi,My First Disney Original Soundtrack Best Japanese Version,Hi-Diddle-Dee-Dee,24,98440,False,0.78,0.526,3,-9.435,1,0.173,0.709,0.0,0.143,0.946,126.343,3,disney
26323,3fW9Xxg9lTsE3hbIvgk0z8,Tokyo Disneyland,Tokyo Disney Resort Autumn Best (Special Edition),Disney’s Halloween Street “Welcome to Spookyville” - Edited Version,24,472453,False,0.666,0.744,0,-7.958,0,0.109,0.288,0.0,0.0962,0.443,130.103,4,disney
26324,6khtZPhvJZO2jKRKknyv51,Oliver Wallace,Alice In Wonderland (Original Motion Picture Soundtrack),A Serpent!,25,69400,False,0.378,0.0652,10,-15.952,1,0.0367,0.906,0.106,0.0841,0.182,88.86,3,disney
26325,3FhBh1THunMRPFo1vIOf5f,Esme Kaislakari;Eija Ahvo;Antti L.j. Pääkkönen;Amy Burgess;Aaro Wichman;Encanto - Cast,Encanto (Alkuperäinen Soundtrack),Jokainen,24,278440,False,0.555,0.494,11,-9.738,1,0.0684,0.586,2.3e-06,0.101,0.35,113.362,4,disney
26326,7KjviLuYXOGgK2TiyxJFQA,Dickie Jones;Cliff Edwards,Disney's Greatest Vol. 3,"Give a Little Whistle - From ""Pinocchio"" / Soundtrack Version",24,96706,False,0.671,0.43,5,-11.705,1,0.212,0.894,0.00254,0.369,0.757,111.355,4,disney
26327,5o7RMCfCwOQeIDwIuO3DFg,Chorus - Beauty And the Beast;Richard White;Disney,Disney Villains Songbook,"The Mob Song - From ""Beauty and the Beast""",24,210013,False,0.421,0.587,5,-13.127,1,0.261,0.802,0.0,0.383,0.606,74.127,4,disney
26328,1veJ61x17GJekNt4o2E2Ie,Paul Kandel;Chorus - The Hunchback Of Notre Dame,Disney's Greatest Vol. 3,"Topsy Turvy - From ""The Hunchback Of Notre Dame"" / Soundtrack",25,336533,False,0.429,0.581,2,-14.4,1,0.285,0.713,0.0,0.0921,0.383,142.61,4,disney
26329,6rN8khTTibGisxAoFfxtQy,George Bruns,Country Bear Jamboree,"Bearless Love - From ""Bear Country""",24,125960,False,0.502,0.509,0,-9.319,1,0.0343,0.434,0.000428,0.242,0.964,169.041,4,disney
26330,6HQnsvDOLnbelGMgihlSvp,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),Pomocy!,24,147520,False,0.246,0.0569,7,-27.911,1,0.0353,0.957,0.945,0.0745,0.034,74.791,4,disney
26331,2ZyJ08S1uEDp1mJo8pcGGB,Preben Kristensen,Aladdin (Originalt Dansk Soundtrack),En ven som mig,24,148386,False,0.414,0.55,0,-12.937,1,0.258,0.453,0.0,0.304,0.733,194.766,4,disney
26332,4lEQq9HAgbHeD24DV3rgLp,Preben Kristensen;Tritonus Koret,Aladdin (Originalt Dansk Soundtrack),Prins Ali,24,172786,False,0.512,0.484,10,-13.226,0,0.0952,0.779,0.0,0.102,0.721,104.481,4,disney
26333,1ggXnqHqQdBvbP513eEJ8h,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),Głos Antonia,24,134746,False,0.493,0.324,7,-11.312,1,0.0641,0.466,0.692,0.114,0.199,108.172,4,disney
26334,4FY2RbO2JEdLK5nMpzXIyp,Jodi Benson;Tara Charendoff,Disney Princesses,"For A Moment - From ""The Little Mermaid 2: Return to the Sea"" / Soundtrack Version",25,150333,False,0.432,0.423,0,-7.682,1,0.036,0.658,0.0,0.0617,0.57,73.859,4,disney
26335,2Wm0lXQkWDZoI7qN3Dw9yr,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),Les alliés de la famille,24,75160,False,0.576,0.248,2,-19.584,0,0.0383,0.778,0.912,0.12,0.0383,119.092,3,disney
26336,2NwkOzoVzg42ZYLKSwhKs7,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),La dernière vision,24,130639,False,0.191,0.251,2,-14.046,0,0.0369,0.877,0.897,0.128,0.0375,108.149,1,disney
26337,3izdjgvK7XOjjWSpEIhJen,Randy Newman,Walt Disney Records The Legacy Collection: Disneyland,A Bug's Life Suite - From A Bug’s Land,24,264760,False,0.282,0.307,0,-9.667,1,0.031,0.859,0.809,0.336,0.115,110.827,4,disney
26338,0jS2STpgxUaUL7zaXycB0y,Katarzyna Łaska,Disney Najwieksze Przeboje (4 Vol.),Mam Tę Moc - z filmu „Kraina lodu”,24,224053,False,0.607,0.331,5,-11.481,0,0.035,0.692,0.0,0.116,0.274,137.039,4,disney
26339,7ApqN9JuWMavf4px2G773r,Bobby Driscoll;Kathryn Beaumont;Paul Collins;Tommy Luske;The Jud Conlon Chorus,Disney Classics,"You Can Fly! You Can Fly! You Can Fly! - From ""Peter Pan""",24,263493,False,0.494,0.382,10,-12.743,1,0.191,0.971,2.37e-06,0.12,0.512,68.223,4,disney
26340,33fbChIpvAkS9TWaLZeSlg,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),Isabela la perfecta,23,80693,False,0.451,0.0635,2,-26.904,1,0.0331,0.629,0.908,0.136,0.259,103.29,4,disney
26341,1BSwmq1uATkU1jwX6HDvcS,Germaine Franco,Encanto (Trilha Sonora Original em Português),Bruno's Tower,24,52466,False,0.165,0.058,0,-28.367,1,0.0474,0.793,0.892,0.143,0.0343,147.948,3,disney
26342,0GGuHTOuCLVA91awxGbm18,Doctora Juguetes;Felpita;Lambie;Pepinilla,Doctora Juguetes: Ya Llegó la Doctora,Porque Eres Tú,24,55186,False,0.767,0.452,2,-5.107,1,0.0439,0.308,0.0,0.209,0.782,129.953,4,disney
26343,3drtgCg2gNTqM1MVT3RBg6,Tokyo Disneyland,Tokyo Disneyland The Happy Ride with Baymax,One Sweet Ride - Without Dialogue,24,101853,False,0.579,0.89,7,-7.013,1,0.0588,0.00284,6.11e-06,0.659,0.888,155.111,4,disney
26344,6gXlaRSDMfYMuSeOCtVAOb,Germaine Franco,Encanto (Originele Nederlandstalige Soundtrack),Ik heb je nodig,24,147520,False,0.172,0.0563,7,-27.965,1,0.0361,0.953,0.952,0.0706,0.0339,74.611,4,disney
26345,7ItVzjA2ZZIiVZ7PNTKpAE,Doctora Juguetes;Lambie;Hallie;Gustavo,Doctora Juguetes: Ya Llegó la Doctora,Cuida Bien tu Barriga,24,42586,False,0.42,0.879,2,-5.1,0,0.315,0.762,0.0,0.174,0.664,178.746,4,disney
26346,5fh9CYSdQewgr1JolqlOS4,Germaine Franco,Encanto (Trilha Sonora Original em Português),Mirabel's Discovery,24,176493,False,0.129,0.295,1,-14.716,1,0.0493,0.608,0.896,0.0476,0.0433,76.947,3,disney
26347,78sMXw44z8V8nyd0phBHB7,Doctora Juguetes;Lambie;Tumbalín,Doctora Juguetes: Ya Llegó la Doctora,Rebo-botar Sin Explotar,24,44040,False,0.716,0.713,0,-4.557,1,0.0825,0.294,0.0,0.2,0.979,89.905,4,disney
